régionCNC,N° auto,nom,région administrative,adresse,code INSEE,commune,population de la commune,DEP,N°UU,unité urbaine,population unité urbaine,situation géographique,écrans,fauteuils,semaines d'activité,séances,entrées 2024,entrées 2023,évolution entrées,tranche d'entrées,propriétaire,AE,catégorie Art et Essai,label Art et Essai,genre,multiplexe,zone de la commune,nombre de films programmés,nombre de films inédits,nombre de films en semaine 1,PdM en entrées des films français,PdM en entrées des films américains,PdM en entrées des films européens,PdM en entrées des autres films,films Art et Essai,part des séances de films Art et Essai,PdM en entrées des films Art et Essai,latitude,longitude
3,441876,CINEVILLE PARC LANN,BRETAGNE,RUE ARISTIDE BOUCICAUT,56260,Vannes,56018,56,56501,Vannes,83769,05-Unités urbaines de 20 000 à 100 000 hbts,9,1979,53,14107,496181,478162,3.76838811950761%,De 450 à 700 000 entrées,CINEVILLE,NON,NON,,FIXE,OUI,C,304,201,179,49.5186124353383%,35.8928897454103%,13.2394766203469%,1.34902119890455%,79,12.3500603307545%,7.35206410386449%,47.670076,-2.792332
6,441953,CENTRE DE LA CULTURE,AUVERGNE / RHONE-ALPES,ROUSSELET,07334,Les Vans,2710,07,07113,Les Vans,4992,06-autres communes et unités urbaines,1,316,29,418,8353,9771,-14.5123324122403%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,C,165,147,7,60.2408127430077%,22.8897529160918%,15.7782515991471%,1.09118274175342%,106,50.4950495049505%,45.0896776621096%,44.402406,4.132968
2,442002,LE VANVES,ILE-DE-FRANCE,12 RUE SADI CARNOT,92075,Vanves,28157,92,00851,Paris,10947378,02-Petite Couronne,1,192,47,558,16861,17707,-4.7777715027955%,De 10 à 20 000 entrées,,OUI,C,,FIXE,NON,B,181,146,0,65.1449496490693%,14.8184314922185%,16.3747329874886%,3.66188587122368%,150,81.0661764705882%,74.0677448886176%,48.821779,2.287439
2,442370,CINEMA CONFLUENCES VARENNES,ILE-DE-FRANCE,PETIT FOSSARD,77482,Varennes-sur-Seine,3732,77,77404,Montereau-Fault-Yonne,31257,03-Grande couronne,9,1603,50,13470,245190,246007,-0.332104371013833%,De 200 à 300 000 entrées,,NON,NON,,FIXE,OUI,B,322,231,194,39.816163502438%,43.5522357090985%,14.1989832970225%,2.43261749144102%,133,19.0996111277296%,10.1255316941591%,48.367677,2.957289
7,442861,LE MELEZE,PROVENCE-ALPES-COTE D'AZUR,COURS G.ROHNER,05177,Vars,565,05,00000,Zone rurale,14183345,06-autres communes et unités urbaines,2,188,23,635,5210,5357,-2.74407317528467%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,R,60,44,10,53.1861804222649%,32.8214971209213%,13.4357005758157%,0.556621880998081%,14,15.1181102362205%,5.5278310940499%,44.569752,6.68318
2,443601,LE NORMANDY,ILE-DE-FRANCE,72 BOULEVARD DE LA REPUBLIQUE,92076,Vaucresson,8941,92,00851,Paris,10947378,02-Petite Couronne,2,303,49,1901,27484,36484,-24.668347768885%,De 20 à 30 000 entrées,,OUI,C,JPPR,FIXE,NON,B,211,163,43,68.9684664584263%,15.5213446378105%,14.0859735237245%,1.42421538003867%,149,63.3351149118119%,60.0252863305072%,48.837881,2.157499
6,444091,LE SCHUSS,AUVERGNE / RHONE-ALPES,AVENUE DU PERE TASSE,38567,Chamrousse,416,38,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,160,28,299,4012,3828,4.80668756530826%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,R,113,91,27,58.1794538361508%,26.5279583875163%,13.0559167750325%,2.23667100130039%,36,23.8754325259516%,19.4278283485046%,45.111573,5.875976
6,444143,LES AMPHIS,AUVERGNE / RHONE-ALPES,RUE PIERRE COT,69256,Vaulx-en-Velin,51990,69,00760,Lyon,1714833,04-Unités urbaines de 100 000 hbts ou plus,1,177,7,24,1913,,#VALUE!,Moins de 2000 entrées,,NON,NON,,FIXE,NON,B,7,1,0,66.6430092264017%,5.60681334279631%,3.90347764371895%,23.846699787083%,7,100%,100%,45.789822,4.917721
6,444144,PATHE CARRE DE SOIE,AUVERGNE / RHONE-ALPES,2 RUE JACQUARD,69256,Vaulx-en-Velin,51990,69,00760,Lyon,1714833,04-Unités urbaines de 100 000 hbts ou plus,15,3422,53,27378,782674,873950,-10.4440757480405%,De 700 000 à 1 million d'entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,B,421,252,199,29.7503886458597%,52.0758337163841%,15.0059910856777%,3.16778655207855%,134,13.1103479169778%,7.10473037532086%,45.763741,4.920277
2,444330,L'ANTARES,ILE-DE-FRANCE,"1, PLACE DU COEUR BATTANT",95637,Vauréal,16207,95,00851,Paris,10947378,03-Grande couronne,2,217,50,2548,46117,39649,16.3131478725819%,De 40 à 50 000 entrées,,NON,NON,,FIXE,NON,B,275,192,36,26.8579492003763%,46.6133584195673%,20.898400752587%,5.63029162746943%,125,32.0642978003384%,27.3283160865475%,49.030119,2.021182
2,444791,LA GRANGE,ILE-DE-FRANCE,RUE AMBROISE PRO,77487,Vaux-le-Pénil,11254,77,00851,Paris,10947378,03-Grande couronne,1,268,50,752,16394,14853,10.3750084158083%,De 10 à 20 000 entrées,,OUI,C,,FIXE,NON,B,213,174,4,66.4526704002186%,15.489687201202%,9.90984838136867%,8.14779401721076%,122,44.1860465116279%,48.6955333970769%,48.527795,2.689584
4,445201,FOYER RURAL,OCCITANIE,RUE DES MAQUISARDS,46330,Vayrac,1329,46,00163,Vayrac,4463,06-autres communes et unités urbaines,1,200,53,452,11002,9325,17.9839142091153%,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,C,281,221,1,71.3567353254037%,13.9928440189537%,9.61222318924669%,5.0381974663959%,192,63.2941176470588%,50.0918673242433%,44.954501,1.70171
7,446171,CASINO,PROVENCE-ALPES-COTE D'AZUR,30 AV HENRI ISNARD,06157,Vence,19585,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,2,281,52,1975,28628,25661,11.5622929737734%,De 20 à 30 000 entrées,,OUI,C,,FIXE,NON,B,313,257,80,67.0373106760251%,17.6394532693018%,11.8248984115257%,3.4983376431474%,213,46.0350154479918%,52.3974879940894%,43.723214,7.110472
4,446204,OBAULABA PLEIN AIR,NOUVELLE AQUITAINE,46 AVENUE DE L'EUROPE,33540,Vendays-Montalivet,2583,33,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,,32,61,13748,11925,15.2872117400419%,De 10 à 20 000 entrées,,NON,NON,,ITINERANT,NON,R,46,33,0,63.3694770229402%,18.5586781736372%,15.7852032160508%,2.28664158737184%,11,23.3333333333333%,21.6493324481818%,45.355735,-1.060588
8,446302,LE DIAPASON,GRAND EST,14 RUE JEAN HOLWEG,67506,Vendenheim,6080,67,67701,Strasbourg (partie française),489338,04-Unités urbaines de 100 000 hbts ou plus,1,121,37,126,7153,5684,25.844475721323%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,B,45,27,0,60.5431309904153%,13.1167909123181%,21.6009939652112%,4.73908413205538%,23,51.4285714285714%,44.0717074902378%,48.666901,7.711243
3,446494,CINE VENDOME,CENTRE-VAL DE LOIRE,2 RUE DARREAU,41269,Vendôme,16307,41,41401,Vendôme,23236,05-Unités urbaines de 20 000 à 100 000 hbts,5,900,53,7349,126776,120594,5.12629152362472%,De 100 à 150 000 entrées,,NON,NON,,FIXE,NON,C,362,259,137,53.0225012913223%,32.2427040289256%,12.8736763946281%,1.86111828512397%,190,21.5782983970407%,13.821184142562%,47.802972,1.06936
6,446804,CINEMA GERARD PHILIPE,AUVERGNE / RHONE-ALPES,12  AVENUE JEAN CAGNE,69259,Vénissieux,67017,69,00760,Lyon,1714833,04-Unités urbaines de 100 000 hbts ou plus,3,473,53,4262,65362,62591,4.42715406368328%,De 50 à 80 000 entrées,,OUI,C,JPPR,FIXE,NON,B,357,221,57,42.7275533301324%,38.7097880513067%,12.9878592496056%,5.57479936895535%,233,50.1600590987442%,41.324850812813%,45.697279,4.8697
6,446901,LE SLALOM,AUVERGNE / RHONE-ALPES,ALPES DE VENOSC,38253,Les Deux Alpes,1979,38,00000,Zone rurale,14183345,06-autres communes et unités urbaines,2,280,39,818,12653,10423,21.3949918449583%,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,R,184,162,46,52.4364056821936%,32.2596630327056%,14.2054839775355%,1.09844730756525%,75,24.9690976514215%,13.8999008919723%,44.995012,6.117879
4,447605,MJC VERDUN SUR GARONNE,OCCITANIE,15 RUE CLEMENCE ISAURE,82190,Verdun-sur-Garonne,4900,82,82109,Verdun-sur-Garonne,4900,06-autres communes et unités urbaines,1,98,49,494,6863,6088,12.7299605781866%,De 5 à 10 000 entrées,,OUI,E,JP,FIXE,NON,I,322,245,0,51.0864539990754%,27.7546617352443%,17.753120665742%,3.40576359993836%,185,51.1727078891258%,45.9084604715673%,43.851122,1.234903
9,447622,CAROUSSEL,GRAND EST,12 PLACE CHEVERT,55545,Verdun,17846,55,55401,Verdun,24182,05-Unités urbaines de 20 000 à 100 000 hbts,8,1161,53,10716,155830,163085,-4.44860042309225%,De 150 à 200 000 entrées,,OUI,D,JP,FIXE,OUI,C,328,217,175,49.1851189434735%,34.345535488637%,15.2536661547334%,1.21567941315604%,135,20.2289360105085%,11.405742724392%,49.159325,5.38635
3,448762,CINEMA THEATRE TRIANON,NORMANDIE,RUE DU CANON,27679,Verneuil d'Avre et d'Iton,7717,27,27206,Verneuil d'Avre et d'Iton,7717,06-autres communes et unités urbaines,1,168,53,798,26176,23793,10.0155507922498%,De 20 à 30 000 entrées,,OUI,E,JP,FIXE,NON,I,207,168,23,56.2968220171911%,27.3125147859002%,14.4744105354467%,1.91625266146203%,115,29.366106080207%,25.3134610835108%,48.736789,0.930047
2,448802,ESPACE MAURICE BEJART,ILE-DE-FRANCE,3 BLVD ANDRE MALRAUX,78642,Verneuil-sur-Seine,16283,78,00851,Paris,10947378,03-Grande couronne,1,312,49,803,26326,23717,11.0005481300333%,De 20 à 30 000 entrées,,NON,NON,,FIXE,NON,B,206,167,2,60.8158119484322%,20.6433771198503%,16.7839277725812%,1.7568831591362%,98,41.6774193548387%,31.949245597625%,48.979213,1.97461
3,448981,THEATRE,NORMANDIE,1 PLACE DE PARIS,27681,Vernon,24678,27,27401,Vernon,32649,05-Unités urbaines de 20 000 à 100 000 hbts,4,836,53,4173,70139,56078,25.0740040657655%,De 50 à 80 000 entrées,,OUI,D,,FIXE,NON,C,289,208,78,44.4676921300973%,38.785316441084%,15.0962454186026%,1.65074601021616%,169,22.1765417170496%,17.6632709012727%,49.091924,1.487671
6,449133,CENTRE CULTUREL,AUVERGNE / RHONE-ALPES,SALLE LOUIS NODON,07129,Lamastre,2401,07,07102,Lamastre,2401,06-autres communes et unités urbaines,1,,52,551,17736,16545,7.1985494106981%,De 10 à 20 000 entrées,,OUI,E,JPPR,ITINERANT,NON,I,226,165,1,67.8933010003031%,16.120036374659%,11.9975750227342%,3.98908760230373%,173,76.4132553606238%,55.5259169445286%,44.996549,4.552256
2,449542,ESPACE BERNARD MANTIENNE,ILE-DE-FRANCE,VOIE DE L'AULNE,91645,Verrières-le-Buisson,14931,91,00851,Paris,10947378,03-Grande couronne,2,491,49,1593,29182,31855,-8.39114738659551%,De 20 à 30 000 entrées,,OUI,C,JPPR,FIXE,NON,B,253,178,7,70.0003643385434%,12.9850256858673%,13.6153313659052%,3.39927860968412%,171,63.4983498349835%,59.4673370495865%,48.754993,2.269638
2,449661,UGC CYRANO,ILE-DE-FRANCE,7 RUE RAMEAU,78646,Versailles,85474,78,00851,Paris,10947378,03-Grande couronne,8,1590,53,11041,187567,196493,-4.54265546355341%,De 150 à 200 000 entrées,UGC,NON,NON,,FIXE,OUI,B,316,196,156,54.0711951995558%,26.353328065942%,17.9066390484529%,1.66883768604924%,164,33.1279449075752%,29.0247496209614%,48.807883,2.130901
2,449702,UGC ROXANE,ILE-DE-FRANCE,6 RUE ST SIMON,78646,Versailles,85474,78,00851,Paris,10947378,03-Grande couronne,4,769,49,5187,66459,71167,-6.61542568887265%,De 50 à 80 000 entrées,UGC,OUI,C,PR,FIXE,NON,B,283,177,126,61.4193748545723%,9.03435973008609%,17.4823547661522%,12.0639106491895%,262,98.4576337368216%,98.2424571472892%,48.803954,2.133847
3,450171,CINE VAILLANT,PAYS DE LA LOIRE,RUE DU GENERAL DE GAULLE,44215,Vertou,26449,44,44701,Nantes,683510,04-Unités urbaines de 100 000 hbts ou plus,1,182,48,586,27441,26495,3.57048499716928%,De 20 à 30 000 entrées,,OUI,C,JP,FIXE,NON,B,239,188,1,66.2620523415978%,12.9734848484848%,18.1043388429752%,2.66012396694215%,164,64.6946564885496%,62.8572658402204%,47.167104,-1.467908
3,450271,PICCOLI PICCOLO,HAUTS DE FRANCE,PLACE PAPILLON,02789,Vervins,2695,02,02117,Vervins,3776,06-autres communes et unités urbaines,1,149,45,263,10469,9870,6.06889564336373%,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,C,171,136,1,61.6648411829135%,22.0551627999602%,15.1647913969929%,1.11520462013343%,78,41.3385826771654%,37.2498257492781%,49.833134,3.902529
2,450503,CINEMA JEAN MARAIS,ILE-DE-FRANCE,59 BD CARNOT,78650,Le Vésinet,16108,78,00851,Paris,10947378,03-Grande couronne,1,199,48,680,25135,24758,1.52274012440423%,De 20 à 30 000 entrées,,OUI,C,,FIXE,NON,B,172,128,4,58.143213988343%,14.8459616985845%,20.3788509575354%,6.63197335553705%,125,69.4736842105263%,71.2239800166528%,48.893988,2.134326
9,450575,CLUB 6,BOURGOGNE / FRANCHE-COMTE,ESPACE VILLON,70550,Vesoul,15626,70,70401,Vesoul,29433,05-Unités urbaines de 20 000 à 100 000 hbts,1,370,27,95,5942,6034,-1.52469340404375%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,C,41,21,0,28.4912959381045%,20.5222437137331%,11.2185686653772%,39.7678916827853%,22,72.5%,77.9883945841393%,47.636582,6.166288
3,450742,CINEMA LE REX ANAIS AUBERT,NORMANDIE,PLACE DES ECOSSAIS,76735,Veules-les-Roses,536,76,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,97,53,1099,15549,15374,1.13828541693769%,De 10 à 20 000 entrées,,OUI,E,RDJPPR,FIXE,NON,R,239,148,16,68.8368400158793%,12.9085615985179%,15.0985840942173%,3.15601429138547%,194,75.7955641272903%,69.7829826650787%,49.873882,0.796808
7,450871,LES VARIETES,PROVENCE-ALPES-COTE D'AZUR,AVENUE DES MARTYRS,05179,Veynes,3378,05,05105,Veynes,3567,06-autres communes et unités urbaines,1,276,52,337,6097,6221,-1.99324867384665%,De 5 à 10 000 entrées,,OUI,E,,FIXE,NON,C,231,185,2,63.1415241057543%,16.7617072749266%,15.9841022982547%,4.11266632106446%,133,52.7950310559006%,55.3654743390358%,44.532911,5.816268
4,451594,CINEVIC,OCCITANIE,PLACE DU CORPS FRANC POMMIES,65460,Vic-en-Bigorre,5101,65,65201,Vic-en-Bigorre,5501,06-autres communes et unités urbaines,1,110,51,560,8487,7434,14.1646489104116%,De 5 à 10 000 entrées,,OUI,E,,FIXE,NON,I,219,167,0,51.3864601548838%,21.3714713964527%,19.9475393454909%,7.29452910317262%,114,45.8891013384321%,54.0719460404696%,43.387059,0.055241
4,451631,CINE VIC,OCCITANIE,6 PLACE JULIE ST AVIT,32462,Vic-Fezensac,3640,32,32104,Vic-Fezensac,4087,06-autres communes et unités urbaines,1,112,52,362,9305,8497,9.50923855478404%,De 5 à 10 000 entrées,,OUI,E,JP,FIXE,NON,C,239,209,23,55.9005472281704%,24.292172257911%,16.1194384963122%,3.68784201760647%,136,49.2711370262391%,36.5572210325958%,43.757919,0.302664
6,452571,AMPHI,AUVERGNE / RHONE-ALPES,8/10 RUE ROCHEBRUN,38544,Vienne,30401,38,00559,Vienne,98266,05-Unités urbaines de 20 000 à 100 000 hbts,8,1437,53,11030,279364,303391,-7.91948343886272%,De 200 à 300 000 entrées,,OUI,D,,FIXE,OUI,C,334,227,148,48.1679425540381%,35.7423693173729%,14.1471998014069%,1.94248832718206%,167,24.6905597635322%,17.5178058387819%,45.520383,4.86896
4,452961,ALBRET,NOUVELLE AQUITAINE,Z A C DES TAMARIS,40328,Vieux-Boucau-les-Bains,1670,40,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,436,38,271,7712,7907,-2.46616921714936%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,R,136,96,11,48.8697951090549%,37.0786516853933%,11.1830799735625%,2.86847323198943%,78,39.3129770992366%,20.1454064771976%,43.78629,-1.402582
7,453462, LE PALACE,OCCITANIE,3 RUE SOUS LE QUAI,30350,Le Vigan,3824,30,30208,Le Vigan,7139,06-autres communes et unités urbaines,1,158,53,1135,24459,22678,7.85342622806244%,De 20 à 30 000 entrées,,OUI,E,JP,FIXE,NON,C,290,222,24,55.1653684076108%,25.1777125101094%,12.3398459115481%,7.31707317073171%,166,36.7552703941338%,40.3737283446133%,43.991372,3.607058
3,454032,CINE'FIL,PAYS DE LA LOIRE,PLACE SAINT JEAN,49373,Lys-Haut-Layon,7917,49,49208,Lys-Haut-Layon,7917,06-autres communes et unités urbaines,1,204,49,389,18475,15042,22.8227629304614%,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,I,174,127,1,69.6130696474635%,20.3496703926627%,7.95070220693609%,2.0865577529378%,98,39.2370572207085%,20.5503009458298%,47.14704,-0.536932
6,454504,ESPACE ARAGON,AUVERGNE / RHONE-ALPES,19 BIS BD JULES FERRY,38547,Villard-Bonnot,7431,38,38701,Grenoble,461802,04-Unités urbaines de 100 000 hbts ou plus,2,528,50,1926,94307,90061,4.71458233863715%,De 80 à 100 000 entrées,,OUI,C,JP,FIXE,NON,B,294,199,45,59.4014134819358%,22.5651509655862%,13.1324122619008%,4.90102329057715%,197,47.5681453768039%,39.3213967751509%,45.238286,5.888231
6,454531,REX I,AUVERGNE / RHONE-ALPES,127 RUE LYCEE POLONAIS,38548,Villard-de-Lans,4492,38,38123,Villard-de-Lans,4492,06-autres communes et unités urbaines,2,419,53,1446,21784,19546,11.449913025683%,De 20 à 30 000 entrées,,OUI,E,,FIXE,NON,I,238,211,62,60.5411184975129%,29.1199851238901%,9.91120821905072%,0.427688159546279%,133,31.4544189283229%,16.2196085723583%,45.070607,5.549868
6,454671,LA TRACE,AUVERGNE / RHONE-ALPES,430 ROUTE DE LA VEILLAZ DEVANT,74301,Villard,962,74,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,136,53,1135,33873,34308,-1.26792584819867%,De 30 à 40 000 entrées,,OUI,E,JPPR,FIXE,NON,R,236,178,4,67.8285018878522%,17.789496676756%,12.0167254345181%,2.36527600087372%,157,64.8007590132827%,46.3069866134116%,46.216827,6.440326
6,454712,ARIANE,AUVERGNE / RHONE-ALPES,IMMEUBLE CERES,73318,Villarembert,259,73,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,204,29,294,4727,4124,14.6217264791465%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,R,110,91,39,52.9934419293421%,33.2769198222974%,12.143008250476%,1.58662999788449%,38,25.8503401360544%,11.085254918553%,45.244201,6.263395
6,455071,CINEMA JEAN PERRIN,AUVERGNE / RHONE-ALPES,RUE DE BUGEY,01443,Villars-les-Dombes,5040,01,01128,Villars-les-Dombes,5040,06-autres communes et unités urbaines,1,137,51,698,11729,9789,19.8181632444581%,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,I,181,153,4,60.2868271954674%,25.6019830028329%,13.8279036827195%,0.28328611898017%,77,23.469387755102%,17.7230878186969%,45.999263,5.031235
2,455770,LE COLOMBIER,ILE-DE-FRANCE,PLACE CHARLES DE GAULLE,92077,Ville-d'Avray,11170,92,00851,Paris,10947378,02-Petite Couronne,1,279,47,350,8082,6494,24.4533415460425%,De 5 à 10 000 entrées,,OUI,C,,FIXE,NON,B,207,179,0,57.4680879063035%,19.1735754704566%,20.2395051980524%,3.11883142518753%,130,61.1594202898551%,59.0472430582972%,48.824654,2.18397
3,455951,LE REX,NORMANDIE,PLACE DU PRESBYTERE,50639,Villedieu-les-Poêles-Rouffigny,3913,50,50201,Villedieu-les-Poêles-Rouffigny,5797,06-autres communes et unités urbaines,1,240,53,713,21997,21673,1.49494763069257%,De 20 à 30 000 entrées,,OUI,E,RDJPPR,FIXE,NON,C,241,164,3,68.0052891914394%,17.2241539742397%,12.0573975219159%,2.71315931240511%,169,59.1445427728614%,37.0586218717861%,48.837867,-1.221993
6,456251,FELLINI,AUVERGNE / RHONE-ALPES,RUE SERGE MAUROIT,38553,Villefontaine,19131,38,38404,Villefontaine,38593,05-Unités urbaines de 20 000 à 100 000 hbts,4,584,53,4129,65033,64415,0.959403865559264%,De 50 à 80 000 entrées,,OUI,D,RDJPPR,FIXE,NON,C,463,307,80,46.4481999461489%,37.4107100432393%,11.9533712403187%,4.18771877029317%,316,40.8610086100861%,33.3021841392527%,45.612006,5.156182
7,456305,LA CITADELLE PLEIN AIR.,PROVENCE-ALPES-COTE D'AZUR,LA CITADELLE PLEIN AIR,06159,Villefranche-sur-Mer,5037,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,1,,48,148,9282,8060,15.1612903225806%,De 5 à 10 000 entrées,,NON,NON,,ITINERANT,NON,B,89,82,11,56.4210299504417%,33.5595776772247%,9.93320405085111%,0.0861883214824391%,27,19.5945945945946%,5.37599655246714%,43.701093,7.311425
4,456362,CINE BOR,OCCITANIE,RUE BOR,31582,Villefranche-de-Lauragais,4916,31,31201,Villefranche-de-Lauragais,5472,06-autres communes et unités urbaines,1,162,47,774,12267,13544,-9.42852923803898%,De 10 à 20 000 entrées,,OUI,E,JPPR,FIXE,NON,C,377,308,0,60.2670828997572%,20.1959764134582%,14.8890045091918%,4.64793617759279%,248,61.9492656875834%,50.9972251127298%,43.398281,1.715623
4,456402,VOX,OCCITANIE,BD DE GAULLE,12300,Villefranche-de-Rouergue,12195,12,12301,Villefranche-de-Rouergue,12963,06-autres communes et unités urbaines,2,305,51,2171,46333,41558,11.489965830887%,De 40 à 50 000 entrées,,OUI,E,JPPR,FIXE,NON,C,157,104,49,51.9084981765941%,33.7606365344237%,12.131727262681%,2.19913802630125%,91,27.9906542056075%,20.225439275058%,44.351282,2.034728
6,456493,LES 400 COUPS SALLE,AUVERGNE / RHONE-ALPES,60 RUE DE LA BARMONDIERE,69264,Villefranche-sur-Saône,36419,69,00760,Lyon,1714833,04-Unités urbaines de 100 000 hbts ou plus,3,392,51,2945,67559,63707,6.04643131837946%,De 50 à 80 000 entrées,,OUI,C,RDJPPR,FIXE,NON,B,274,152,64,75.3685628789422%,6.82918422660546%,12.3815193720723%,5.42073352238011%,253,97.9787234042553%,96.4733898384747%,45.989404,4.716509
2,456762,CINEMA D ART ROMAIN ROLLAND,ILE-DE-FRANCE,18 RUE EUGENE VARLIN,94076,Villejuif,56585,94,00851,Paris,10947378,02-Petite Couronne,1,616,47,296,18035,20477,-11.9255750354056%,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,B,134,114,2,62.0995564317398%,21.47609659931%,12.8141941843273%,3.61015278462297%,93,66.6666666666667%,61.1076885165106%,48.793428,2.363199
4,457411,MEGA CGR,NOUVELLE AQUITAINE,AVENUE DU 7EME ART,33550,Villenave-d'Ornon,38696,33,33701,Bordeaux,1008323,04-Unités urbaines de 100 000 hbts ou plus,15,3167,53,29632,614316,633570,-3.0389696481841%,De 450 à 700 000 entrées,CGR,NON,NON,,FIXE,OUI,B,341,238,231,34.8563335213041%,46.8261904449661%,16.1031369257603%,2.21433910796952%,85,14.1544557160911%,5.37323121713244%,44.788343,-0.532977
5,457562,LE KINO CINE,HAUTS DE FRANCE,UNIVERSITE CHARLES DE GAULLE,59009,Villeneuve-d'Ascq,61902,59,59702,Lille (partie française),1062844,04-Unités urbaines de 100 000 hbts ou plus,1,316,49,502,10568,8058,31.1491685281708%,De 10 à 20 000 entrées,,OUI,C,JPPR,FIXE,NON,B,134,60,2,45.8394879369769%,16.7208271787297%,22.7375677006401%,14.7021171836534%,117,88.7295081967213%,85.5539143279173%,50.608989,3.134086
5,457563,LE MELIES,HAUTS DE FRANCE,RUE TRUDAINE,59009,Villeneuve-d'Ascq,61902,59,59702,Lille (partie française),1062844,04-Unités urbaines de 100 000 hbts ou plus,1,167,48,1274,52762,53930,-2.16577044316707%,De 50 à 80 000 entrées,,OUI,C,RDJPPR,FIXE,NON,B,346,194,8,55.3145137248607%,14.2889902997225%,19.8935950650125%,10.5029009104043%,295,89.0276538804639%,85.1377072488362%,50.616176,3.139061
5,457576,UGC CINE CITE,HAUTS DE FRANCE,21 AVENUE DE L'AVENIR,59009,Villeneuve-d'Ascq,61902,59,59702,Lille (partie française),1062844,04-Unités urbaines de 100 000 hbts ou plus,12,2835,53,19217,647159,642186,0.774386237009215%,De 450 à 700 000 entrées,UGC,NON,NON,,FIXE,OUI,B,414,193,163,39.0439976924938%,43.9958316016698%,15.3557715568844%,1.60439914895201%,173,14.9124635264694%,10.6075502595944%,50.615793,3.126269
2,457861,ANDRE MALRAUX,ILE-DE-FRANCE,28 AVENUE DE VERDUN,92078,Villeneuve-la-Garenne,24670,92,00851,Paris,10947378,02-Petite Couronne,1,212,39,169,6577,5524,19.0622737146995%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,B,91,47,1,59.7803347280335%,14.7489539748954%,16.5794979079498%,8.89121338912134%,59,68.4563758389262%,81.1018131101813%,48.935662,2.333275
2,457983,ESPACE CULTUREL,ILE-DE-FRANCE,56BIS AVENUE CARNOT,94077,Villeneuve-le-Roi,21493,94,00851,Paris,10947378,02-Petite Couronne,1,448,11,15,1511,1830,-17.431693989071%,Moins de 2000 entrées,,NON,NON,,FIXE,NON,B,13,10,0,21.1780277961615%,70.4169424222369%,8.40502978160159%,0%,4,26.6666666666667%,8.40502978160159%,48.735355,2.416829
4,458401,CYRANO,NOUVELLE AQUITAINE,9 BD DE LA MARINE,47323,Villeneuve-sur-Lot,22385,47,47401,Villeneuve-sur-Lot,49674,05-Unités urbaines de 20 000 à 100 000 hbts,6,676,53,7699,82297,80990,1.61377947894802%,De 80 à 100 000 entrées,GRAND ECRAN,NON,NON,,FIXE,NON,C,254,181,106,45.6656781264111%,40.2287067208533%,12.8693296232563%,1.23628552947925%,83,15.0994927818962%,6.32543721548957%,44.408808,0.704017
3,459221,CLUB 80,HAUTS DE FRANCE,12 PLACE ARISTIDE BRIAND,02810,Villers-Cotterêts,10803,02,02301,Villers-Cotterêts,10803,06-autres communes et unités urbaines,2,217,53,2444,24976,25316,-1.34302417443514%,De 20 à 30 000 entrées,,OUI,E,JP,FIXE,NON,I,377,288,99,48.3527172763798%,33.6223303023895%,15.3478536688518%,2.67709875237894%,230,39.1561181434599%,27.8917318672024%,49.254713,3.092158
3,460033,CINEMA DU CASINO,NORMANDIE,PLACE FANNEAU,14754,Villers-sur-Mer,2559,14,14402,Dives-sur-Mer,36529,05-Unités urbaines de 20 000 à 100 000 hbts,1,188,49,729,13018,12414,4.86547446431448%,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,B,151,131,2,73.5897237483556%,20.6763135494854%,4.70478990946375%,1.02917279269519%,58,23.7964236588721%,13.975083185019%,49.324649,-0.001154
9,460136,L'ARCHE,GRAND EST,ESPLANADE NINO ROTA,54580,Villerupt,10206,54,00452,Esch-sur-Alzette (LUX)-Villerupt (partie française),21670,05-Unités urbaines de 20 000 à 100 000 hbts,1,147,45,692,12321,4609,167.324799305706%,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,C,125,94,2,68.1035937236376%,17.825206681289%,13.1348068162646%,0.936392778808841%,64,34.3108504398827%,56.0317192508858%,49.475248,5.932394
